model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Wang2021 BiLSTM,0.3017638036809816,0.9440052700922266,0.99776936,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3023389570552147,0.9440052700922266,0.99776304,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3023389570552147,0.9446640316205532,0.997761,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3044478527607362,0.9446640316205532,0.997719,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3044478527607362,0.94532279314888,0.9977186,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3086656441717791,0.94532279314888,0.99765635,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3086656441717791,0.9459815546772068,0.9976526,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3107745398773006,0.9459815546772068,0.9976234,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3107745398773006,0.9466403162055336,0.9976215,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3128834355828221,0.9466403162055336,0.9976005,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3128834355828221,0.9472990777338604,0.9975999,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3142254601226993,0.9472990777338604,0.9975816,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3142254601226993,0.9486166007905138,0.9975764,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3146088957055215,0.9486166007905138,0.99756074,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3146088957055215,0.9492753623188406,0.9975606,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3155674846625766,0.9492753623188406,0.9975503,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3155674846625766,0.9499341238471674,0.997547,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3203604294478527,0.9499341238471674,0.9974953,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3203604294478527,0.950592885375494,0.99749315,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.321510736196319,0.950592885375494,0.9974821,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.321510736196319,0.9519104084321476,0.9974698,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3253450920245399,0.9519104084321476,0.997421,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3253450920245399,0.9525691699604744,0.9974191,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3299463190184049,0.9525691699604744,0.9973677,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3299463190184049,0.953227931488801,0.99736565,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.330521472392638,0.953227931488801,0.9973564,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.330521472392638,0.9538866930171278,0.9973508,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3310966257668711,0.9538866930171278,0.9973356,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3310966257668711,0.9545454545454546,0.99733174,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3316717791411043,0.9545454545454546,0.99732506,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3320552147239264,0.9545454545454546,0.9973219,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3333972392638036,0.9545454545454546,0.99730116,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3333972392638036,0.9552042160737813,0.9973002,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3362730061349693,0.9552042160737813,0.99723023,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3362730061349693,0.9565217391304348,0.99721825,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3381901840490797,0.9565217391304348,0.99719715,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3381901840490797,0.9571805006587616,0.9971916,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3389570552147239,0.9571805006587616,0.9971802,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3389570552147239,0.9578392621870884,0.99717075,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.339532208588957,0.9578392621870884,0.99716103,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.339532208588957,0.958498023715415,0.99715805,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3412576687116564,0.958498023715415,0.99711955,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3412576687116564,0.9591567852437418,0.997118,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3424079754601227,0.9591567852437418,0.99710125,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3424079754601227,0.9598155467720684,0.99709773,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3429831288343558,0.9598155467720684,0.99707353,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3429831288343558,0.9604743083003952,0.99706596,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.343941717791411,0.9604743083003952,0.9970433,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.343941717791411,0.961133069828722,0.9970432,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3464340490797546,0.961133069828722,0.9969919,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3464340490797546,0.9617918313570488,0.99699104,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3491180981595092,0.9617918313570488,0.9969542,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3491180981595092,0.9624505928853756,0.99695,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3519938650306748,0.9624505928853756,0.9968995,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3519938650306748,0.9631093544137024,0.99689025,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3650306748466257,0.9631093544137024,0.9966168,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3652223926380368,0.9637681159420288,0.99661237,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3679064417177914,0.9637681159420288,0.996549,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3679064417177914,0.9644268774703556,0.9965443,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3719325153374233,0.9644268774703556,0.996436,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3719325153374233,0.9650856389986824,0.9964302,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3742331288343558,0.9650856389986824,0.99637395,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3742331288343558,0.9657444005270092,0.99636227,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3773006134969325,0.9657444005270092,0.99630356,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3773006134969325,0.966403162055336,0.99630046,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.379409509202454,0.966403162055336,0.99623185,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.379409509202454,0.9670619235836628,0.9962309,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3801763803680981,0.9670619235836628,0.99618274,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3801763803680981,0.9677206851119896,0.996181,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3807515337423313,0.9677206851119896,0.99616086,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3811349693251534,0.9677206851119896,0.996152,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3880368098159509,0.9677206851119896,0.99596953,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.3880368098159509,0.9683794466403162,0.9959651,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.401840490797546,0.9683794466403162,0.9955075,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4022239263803681,0.9683794466403162,0.9954992,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4072085889570552,0.9683794466403162,0.9953792,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4072085889570552,0.969038208168643,0.99537575,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4171779141104294,0.969038208168643,0.9950317,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4171779141104294,0.9696969696969696,0.99502385,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.419478527607362,0.9696969696969696,0.9948945,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.419861963190184,0.9696969696969696,0.9948944,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4210122699386503,0.9696969696969696,0.9948495,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4213957055214724,0.9696969696969696,0.99484926,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4223542944785276,0.9696969696969696,0.9948013,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4223542944785276,0.9703557312252964,0.99480116,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4225460122699386,0.9703557312252964,0.9947942,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4229294478527607,0.9703557312252964,0.9947627,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4281058282208589,0.9703557312252964,0.9945639,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.428680981595092,0.9703557312252964,0.9945635,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4288726993865031,0.9703557312252964,0.9945621,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4292561349693251,0.9703557312252964,0.99456114,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4319401840490797,0.9703557312252964,0.9944359,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4323236196319018,0.9703557312252964,0.9944254,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4344325153374233,0.9703557312252964,0.99433905,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4348159509202454,0.9703557312252964,0.9943329,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4351993865030675,0.9703557312252964,0.9943297,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4351993865030675,0.9710144927536232,0.9943289,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4396088957055215,0.9710144927536232,0.994132,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4396088957055215,0.97167325428195,0.9941181,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4463190184049079,0.97167325428195,0.9938206,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4463190184049079,0.9723320158102768,0.99380434,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4468941717791411,0.9723320158102768,0.99379164,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4468941717791411,0.9729907773386034,0.99377394,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4493865030674847,0.9729907773386034,0.9936712,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4493865030674847,0.9736495388669302,0.9936645,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.451111963190184,0.9736495388669302,0.9935004,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.451111963190184,0.974308300395257,0.9934888,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.455521472392638,0.974308300395257,0.9931907,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.455521472392638,0.9749670619235836,0.99318355,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4597392638036809,0.9749670619235836,0.9929259,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4601226993865031,0.9749670619235836,0.9929028,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4614647239263804,0.9749670619235836,0.99279433,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4614647239263804,0.9756258234519104,0.99278307,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4629984662576687,0.9756258234519104,0.99267197,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4629984662576687,0.9762845849802372,0.9926529,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4656825153374233,0.9762845849802372,0.9924725,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4656825153374233,0.9769433465085638,0.9924684,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4670245398773006,0.9769433465085638,0.9922598,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4670245398773006,0.9776021080368906,0.99222976,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4685582822085889,0.9776021080368906,0.99209905,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4685582822085889,0.9782608695652174,0.99208695,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.486579754601227,0.9782608695652174,0.98983204,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.486579754601227,0.9789196310935442,0.9898072,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4873466257668711,0.9789196310935442,0.98966193,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4873466257668711,0.9795783926218709,0.9896109,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4894555214723926,0.9795783926218709,0.98924094,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4894555214723926,0.9802371541501976,0.9892392,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4909892638036809,0.9802371541501976,0.9890592,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4913726993865031,0.9802371541501976,0.989052,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4948236196319018,0.9802371541501976,0.98838973,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4948236196319018,0.9808959156785244,0.9883233,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4952070552147239,0.9808959156785244,0.9883167,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4952070552147239,0.9815546772068512,0.98826957,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4969325153374233,0.9815546772068512,0.98798186,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4969325153374233,0.982213438735178,0.9877956,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4971242331288343,0.982213438735178,0.98768777,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.4971242331288343,0.9828722002635046,0.9876837,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5,0.9828722002635046,0.98717356,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5,0.9835309617918312,0.98703754,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5019171779141104,0.9835309617918312,0.9866202,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5019171779141104,0.984189723320158,0.98656696,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5032592024539877,0.984189723320158,0.9863491,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5032592024539877,0.9848484848484848,0.9863259,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.504601226993865,0.9848484848484848,0.9859698,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.504601226993865,0.9855072463768116,0.98591715,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.504792944785276,0.9855072463768116,0.9858375,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.504792944785276,0.9861660079051384,0.9858123,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5065184049079755,0.9861660079051384,0.9850932,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5065184049079755,0.9868247694334652,0.9850697,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5074769938650306,0.9868247694334652,0.98472404,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5074769938650306,0.987483530961792,0.98472184,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5097776073619632,0.987483530961792,0.9840066,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5097776073619632,0.9881422924901184,0.9839012,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5116947852760736,0.9881422924901184,0.9829632,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5116947852760736,0.9888010540184452,0.98296,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5155291411042945,0.9888010540184452,0.9805879,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5155291411042945,0.989459815546772,0.9803668,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5182131901840491,0.989459815546772,0.9786149,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5182131901840491,0.9901185770750988,0.97851026,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.522239263803681,0.9901185770750988,0.9763495,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.522239263803681,0.9907773386034257,0.9762357,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5256901840490797,0.9907773386034257,0.9737255,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5256901840490797,0.9914361001317524,0.9735357,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.526648773006135,0.9914361001317524,0.9718917,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.526648773006135,0.9920948616600792,0.971824,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5279907975460123,0.9920948616600792,0.9706242,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5279907975460123,0.9927536231884058,0.97024375,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5302914110429447,0.9927536231884058,0.9671328,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5302914110429447,0.9934123847167324,0.96708673,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.531441717791411,0.9934123847167324,0.96595263,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.531441717791411,0.9940711462450592,0.9657926,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5370015337423313,0.9940711462450592,0.94885266,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5370015337423313,0.994729907773386,0.9486624,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5414110429447853,0.994729907773386,0.92499363,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5414110429447853,0.9953886693017128,0.9186393,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5423696319018405,0.9953886693017128,0.91132706,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5423696319018405,0.9960474308300395,0.91072434,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5469708588957055,0.9960474308300395,0.8246238,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5469708588957055,0.9967061923583662,0.82320565,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5471625766871165,0.9967061923583662,0.8223533,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5471625766871165,0.997364953886693,0.821896,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5486963190184049,0.997364953886693,0.79212105,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5486963190184049,0.9980237154150198,0.7836742,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5504217791411042,0.9980237154150198,0.74315315,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5504217791411042,0.9986824769433466,0.74314684,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5509969325153374,0.9986824769433466,0.70964664,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5509969325153374,0.9993412384716732,0.707087,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5594325153374233,0.9993412384716732,0.21263975,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,0.5594325153374233,1.0,0.20979919,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,1.0,1.0,8.690984e-07,ROC,wang2021,Wang2021 BiLSTM,,
Wang2021 BiLSTM,,,8.690984e-07,PR,wang2021,Wang2021 BiLSTM,0.2254232254232254,1.0
Wang2021 BiLSTM,,,1.045497e-06,PR,wang2021,Wang2021 BiLSTM,0.2254567057775137,1.0
Wang2021 BiLSTM,,,1.2178928e-06,PR,wang2021,Wang2021 BiLSTM,0.2254901960784313,1.0
Wang2021 BiLSTM,,,1.2352398e-06,PR,wang2021,Wang2021 BiLSTM,0.2255236963304115,1.0
Wang2021 BiLSTM,,,1.2456168e-06,PR,wang2021,Wang2021 BiLSTM,0.22555720653789,1.0
Wang2021 BiLSTM,,,1.252657e-06,PR,wang2021,Wang2021 BiLSTM,0.2255907267053054,1.0
Wang2021 BiLSTM,,,1.2861082e-06,PR,wang2021,Wang2021 BiLSTM,0.2256242568370987,1.0
Wang2021 BiLSTM,,,1.3151014e-06,PR,wang2021,Wang2021 BiLSTM,0.2256577969377136,1.0
Wang2021 BiLSTM,,,1.3369214e-06,PR,wang2021,Wang2021 BiLSTM,0.2256913470115968,1.0
Wang2021 BiLSTM,,,1.346306e-06,PR,wang2021,Wang2021 BiLSTM,0.225724907063197,1.0
Wang2021 BiLSTM,,,1.4036586e-06,PR,wang2021,Wang2021 BiLSTM,0.2257584770969661,1.0
Wang2021 BiLSTM,,,1.4727002e-06,PR,wang2021,Wang2021 BiLSTM,0.2257920571173583,1.0
Wang2021 BiLSTM,,,1.4914048e-06,PR,wang2021,Wang2021 BiLSTM,0.2258256471288307,1.0
Wang2021 BiLSTM,,,1.5121399e-06,PR,wang2021,Wang2021 BiLSTM,0.2258592471358428,1.0
Wang2021 BiLSTM,,,1.5303833e-06,PR,wang2021,Wang2021 BiLSTM,0.2258928571428571,1.0
Wang2021 BiLSTM,,,1.5366031e-06,PR,wang2021,Wang2021 BiLSTM,0.2259264771543384,1.0
Wang2021 BiLSTM,,,1.5445191e-06,PR,wang2021,Wang2021 BiLSTM,0.2259601071747544,1.0
Wang2021 BiLSTM,,,1.5562232e-06,PR,wang2021,Wang2021 BiLSTM,0.2259937472085752,1.0
Wang2021 BiLSTM,,,1.5777842e-06,PR,wang2021,Wang2021 BiLSTM,0.2260273972602739,1.0
Wang2021 BiLSTM,,,1.6665803e-06,PR,wang2021,Wang2021 BiLSTM,0.2260610573343261,1.0
Wang2021 BiLSTM,,,1.6772758e-06,PR,wang2021,Wang2021 BiLSTM,0.22609472743521,1.0
Wang2021 BiLSTM,,,1.7500588e-06,PR,wang2021,Wang2021 BiLSTM,0.2261284075674065,1.0
Wang2021 BiLSTM,,,1.7596013e-06,PR,wang2021,Wang2021 BiLSTM,0.2261620977353992,1.0
Wang2021 BiLSTM,,,1.7799865e-06,PR,wang2021,Wang2021 BiLSTM,0.2261957979436745,1.0
Wang2021 BiLSTM,,,1.8003674e-06,PR,wang2021,Wang2021 BiLSTM,0.2262295081967213,1.0
Wang2021 BiLSTM,,,1.8095628e-06,PR,wang2021,Wang2021 BiLSTM,0.2262632284990311,1.0
Wang2021 BiLSTM,,,1.8118008e-06,PR,wang2021,Wang2021 BiLSTM,0.2262969588550984,1.0
Wang2021 BiLSTM,,,1.8383538e-06,PR,wang2021,Wang2021 BiLSTM,0.22633069926942,1.0
Wang2021 BiLSTM,,,1.8479086e-06,PR,wang2021,Wang2021 BiLSTM,0.2263644497464956,1.0
Wang2021 BiLSTM,,,1.8488674e-06,PR,wang2021,Wang2021 BiLSTM,0.2263982102908277,1.0
Wang2021 BiLSTM,,,1.852673e-06,PR,wang2021,Wang2021 BiLSTM,0.2264319809069212,1.0
Wang2021 BiLSTM,,,1.854423e-06,PR,wang2021,Wang2021 BiLSTM,0.2264657615992839,1.0
Wang2021 BiLSTM,,,1.8551021e-06,PR,wang2021,Wang2021 BiLSTM,0.2264995523724261,1.0
Wang2021 BiLSTM,,,1.8629562e-06,PR,wang2021,Wang2021 BiLSTM,0.226533353230861,1.0
Wang2021 BiLSTM,,,1.866682e-06,PR,wang2021,Wang2021 BiLSTM,0.2265671641791044,1.0
Wang2021 BiLSTM,,,1.8870061e-06,PR,wang2021,Wang2021 BiLSTM,0.2266009852216748,1.0
Wang2021 BiLSTM,,,1.8971215e-06,PR,wang2021,Wang2021 BiLSTM,0.2266348163630934,1.0
Wang2021 BiLSTM,,,1.9056114e-06,PR,wang2021,Wang2021 BiLSTM,0.2266686576078841,1.0
Wang2021 BiLSTM,,,1.9144495e-06,PR,wang2021,Wang2021 BiLSTM,0.2267025089605734,1.0
Wang2021 BiLSTM,,,1.9288152e-06,PR,wang2021,Wang2021 BiLSTM,0.2267363704256908,1.0
Wang2021 BiLSTM,,,1.937822e-06,PR,wang2021,Wang2021 BiLSTM,0.2267702420077681,1.0
Wang2021 BiLSTM,,,1.9467575e-06,PR,wang2021,Wang2021 BiLSTM,0.2268041237113402,1.0
